method,baseline,query_id,k,stratum,n_pairs,n_judged,n_unjudged,n_explicit_minus1,n_relevant_strict,n_relevant_relaxed,judged_fraction,hole_fraction,observed_precision_strict,observed_precision_relaxed
mpnet,bm25,49,50,shared,1,1,0,0,1,1,1,0,1,1
mpnet,bm25,49,50,method_only,49,24,25,0,16,21,0.489795918367,0.510204081633,0.326530612245,0.428571428571
mpnet,bm25,49,50,bm25_only,49,45,4,0,4,12,0.918367346939,0.0816326530612,0.0816326530612,0.244897959184
mpnet,bm25,50,50,shared,10,10,0,0,5,8,1,0,0.5,0.8
mpnet,bm25,50,50,method_only,40,26,14,0,3,12,0.65,0.35,0.075,0.3
mpnet,bm25,50,50,bm25_only,40,30,10,0,3,9,0.75,0.25,0.075,0.225
mpnet,bm25,1,100,shared,9,7,2,0,3,7,0.777777777778,0.222222222222,0.333333333333,0.777777777778
mpnet,bm25,1,100,method_only,91,7,84,0,0,2,0.0769230769231,0.923076923077,0,0.021978021978
mpnet,bm25,1,100,bm25_only,91,47,44,0,11,24,0.516483516484,0.483516483516,0.120879120879,0.263736263736
mpnet,bm25,2,100,shared,3,3,0,0,3,3,1,0,1,1
mpnet,bm25,2,100,method_only,97,10,87,0,8,8,0.103092783505,0.896907216495,0.0824742268041,0.0824742268041
mpnet,bm25,2,100,bm25_only,97,75,22,0,34,40,0.773195876289,0.226804123711,0.350515463918,0.412371134021
mpnet,bm25,3,100,shared,6,6,0,0,5,6,1,0,0.833333333333,1
mpnet,bm25,3,100,method_only,94,19,75,0,11,16,0.202127659574,0.797872340426,0.117021276596,0.170212765957
mpnet,bm25,3,100,bm25_only,94,72,22,0,23,42,0.765957446809,0.234042553191,0.244680851064,0.446808510638
mpnet,bm25,4,100,shared,9,7,2,0,3,4,0.777777777778,0.222222222222,0.333333333333,0.444444444444
mpnet,bm25,4,100,method_only,91,21,70,0,11,15,0.230769230769,0.769230769231,0.120879120879,0.164835164835
mpnet,bm25,4,100,bm25_only,91,62,29,0,15,22,0.681318681319,0.318681318681,0.164835164835,0.241758241758
mpnet,bm25,5,100,shared,8,7,1,0,4,6,0.875,0.125,0.5,0.75
mpnet,bm25,5,100,method_only,92,29,63,0,15,21,0.315217391304,0.684782608696,0.163043478261,0.228260869565
mpnet,bm25,5,100,bm25_only,92,64,28,0,23,50,0.695652173913,0.304347826087,0.25,0.54347826087
mpnet,bm25,6,100,shared,16,16,0,0,15,15,1,0,0.9375,0.9375
mpnet,bm25,6,100,method_only,84,26,58,0,20,25,0.309523809524,0.690476190476,0.238095238095,0.297619047619
mpnet,bm25,6,100,bm25_only,84,51,33,0,37,45,0.607142857143,0.392857142857,0.440476190476,0.535714285714
mpnet,bm25,7,100,shared,21,19,2,0,15,16,0.904761904762,0.0952380952381,0.714285714286,0.761904761905
mpnet,bm25,7,100,method_only,79,40,39,0,31,31,0.506329113924,0.493670886076,0.392405063291,0.392405063291
mpnet,bm25,7,100,bm25_only,79,69,10,0,37,41,0.873417721519,0.126582278481,0.46835443038,0.518987341772
mpnet,bm25,8,100,shared,12,9,3,0,6,8,0.75,0.25,0.5,0.666666666667
mpnet,bm25,8,100,method_only,88,23,65,0,19,22,0.261363636364,0.738636363636,0.215909090909,0.25
mpnet,bm25,8,100,bm25_only,88,52,36,0,23,35,0.590909090909,0.409090909091,0.261363636364,0.397727272727
mpnet,bm25,9,100,shared,28,27,1,0,7,12,0.964285714286,0.0357142857143,0.25,0.428571428571
mpnet,bm25,9,100,method_only,72,22,50,0,8,12,0.305555555556,0.694444444444,0.111111111111,0.166666666667
mpnet,bm25,9,100,bm25_only,72,61,11,0,10,18,0.847222222222,0.152777777778,0.138888888889,0.25
mpnet,bm25,10,100,shared,23,23,0,0,18,22,1,0,0.782608695652,0.95652173913
mpnet,bm25,10,100,method_only,77,56,21,0,28,38,0.727272727273,0.272727272727,0.363636363636,0.493506493506
mpnet,bm25,10,100,bm25_only,77,66,11,0,24,48,0.857142857143,0.142857142857,0.311688311688,0.623376623377
mpnet,bm25,11,100,shared,7,6,1,0,6,6,0.857142857143,0.142857142857,0.857142857143,0.857142857143
mpnet,bm25,11,100,method_only,93,20,73,0,3,6,0.215053763441,0.784946236559,0.0322580645161,0.0645161290323
mpnet,bm25,11,100,bm25_only,93,79,14,0,14,28,0.849462365591,0.150537634409,0.150537634409,0.301075268817
mpnet,bm25,12,100,shared,6,6,0,0,3,5,1,0,0.5,0.833333333333
mpnet,bm25,12,100,method_only,94,25,69,0,9,16,0.265957446809,0.734042553191,0.0957446808511,0.170212765957
mpnet,bm25,12,100,bm25_only,94,72,22,0,10,38,0.765957446809,0.234042553191,0.106382978723,0.404255319149
mpnet,bm25,13,100,shared,4,4,0,0,2,4,1,0,0.5,1
mpnet,bm25,13,100,method_only,96,9,87,0,0,7,0.09375,0.90625,0,0.0729166666667
mpnet,bm25,13,100,bm25_only,96,73,23,0,26,54,0.760416666667,0.239583333333,0.270833333333,0.5625
mpnet,bm25,14,100,shared,15,15,0,0,11,13,1,0,0.733333333333,0.866666666667
mpnet,bm25,14,100,method_only,85,9,76,0,2,5,0.105882352941,0.894117647059,0.0235294117647,0.0588235294118
mpnet,bm25,14,100,bm25_only,85,81,4,0,24,52,0.952941176471,0.0470588235294,0.282352941176,0.611764705882
mpnet,bm25,15,100,shared,1,1,0,0,1,1,1,0,1,1
mpnet,bm25,15,100,method_only,99,9,90,0,3,4,0.0909090909091,0.909090909091,0.030303030303,0.040404040404
mpnet,bm25,15,100,bm25_only,99,48,51,0,3,6,0.484848484848,0.515151515152,0.030303030303,0.0606060606061
mpnet,bm25,16,100,shared,10,9,1,0,6,9,0.9,0.1,0.6,0.9
mpnet,bm25,16,100,method_only,90,58,32,0,36,50,0.644444444444,0.355555555556,0.4,0.555555555556
mpnet,bm25,16,100,bm25_only,90,53,37,0,4,9,0.588888888889,0.411111111111,0.0444444444444,0.1
mpnet,bm25,17,100,shared,12,12,0,0,10,12,1,0,0.833333333333,1
mpnet,bm25,17,100,method_only,88,41,47,0,19,35,0.465909090909,0.534090909091,0.215909090909,0.397727272727
mpnet,bm25,17,100,bm25_only,88,66,22,0,17,45,0.75,0.25,0.193181818182,0.511363636364
mpnet,bm25,18,100,shared,20,20,0,0,15,20,1,0,0.75,1
mpnet,bm25,18,100,method_only,80,55,25,0,38,50,0.6875,0.3125,0.475,0.625
mpnet,bm25,18,100,bm25_only,80,68,12,0,32,55,0.85,0.15,0.4,0.6875
mpnet,bm25,19,100,shared,25,25,0,0,7,15,1,0,0.28,0.6
mpnet,bm25,19,100,method_only,75,35,40,0,6,11,0.466666666667,0.533333333333,0.08,0.146666666667
mpnet,bm25,19,100,bm25_only,75,58,17,0,3,11,0.773333333333,0.226666666667,0.04,0.146666666667
mpnet,bm25,20,100,shared,18,17,1,0,17,17,0.944444444444,0.0555555555556,0.944444444444,0.944444444444
mpnet,bm25,20,100,method_only,82,70,12,0,69,69,0.853658536585,0.146341463415,0.841463414634,0.841463414634
mpnet,bm25,20,100,bm25_only,82,73,9,0,43,53,0.890243902439,0.109756097561,0.524390243902,0.646341463415
mpnet,bm25,21,100,shared,7,6,1,0,5,6,0.857142857143,0.142857142857,0.714285714286,0.857142857143
mpnet,bm25,21,100,method_only,93,30,63,0,21,26,0.322580645161,0.677419354839,0.225806451613,0.279569892473
mpnet,bm25,21,100,bm25_only,93,73,20,0,37,39,0.784946236559,0.215053763441,0.397849462366,0.41935483871
mpnet,bm25,22,100,shared,16,15,1,0,11,14,0.9375,0.0625,0.6875,0.875
mpnet,bm25,22,100,method_only,84,27,57,0,22,26,0.321428571429,0.678571428571,0.261904761905,0.309523809524
mpnet,bm25,22,100,bm25_only,84,58,26,0,38,48,0.690476190476,0.309523809524,0.452380952381,0.571428571429
mpnet,bm25,23,100,shared,29,28,1,0,24,28,0.965517241379,0.0344827586207,0.827586206897,0.965517241379
mpnet,bm25,23,100,method_only,71,43,28,0,29,32,0.605633802817,0.394366197183,0.408450704225,0.450704225352
mpnet,bm25,23,100,bm25_only,71,40,31,0,16,24,0.56338028169,0.43661971831,0.225352112676,0.338028169014
mpnet,bm25,24,100,shared,8,8,0,0,7,8,1,0,0.875,1
mpnet,bm25,24,100,method_only,92,45,47,0,38,43,0.489130434783,0.510869565217,0.413043478261,0.467391304348
mpnet,bm25,24,100,bm25_only,92,76,16,0,52,62,0.826086956522,0.173913043478,0.565217391304,0.673913043478
mpnet,bm25,25,100,shared,13,13,0,0,9,9,1,0,0.692307692308,0.692307692308
mpnet,bm25,25,100,method_only,87,43,44,0,31,41,0.494252873563,0.505747126437,0.35632183908,0.471264367816
mpnet,bm25,25,100,bm25_only,87,53,34,0,5,8,0.609195402299,0.390804597701,0.0574712643678,0.0919540229885
mpnet,bm25,26,100,shared,0,0,0,0,0,0,,,,
mpnet,bm25,26,100,method_only,100,23,77,0,21,22,0.23,0.77,0.21,0.22
mpnet,bm25,26,100,bm25_only,100,62,38,0,40,44,0.62,0.38,0.4,0.44
mpnet,bm25,27,100,shared,19,19,0,0,15,19,1,0,0.789473684211,1
mpnet,bm25,27,100,method_only,81,23,58,0,20,23,0.283950617284,0.716049382716,0.246913580247,0.283950617284
mpnet,bm25,27,100,bm25_only,81,71,10,0,47,68,0.876543209877,0.123456790123,0.58024691358,0.83950617284
mpnet,bm25,28,100,shared,18,15,3,0,15,15,0.833333333333,0.166666666667,0.833333333333,0.833333333333
mpnet,bm25,28,100,method_only,82,45,37,0,44,45,0.548780487805,0.451219512195,0.536585365854,0.548780487805
mpnet,bm25,28,100,bm25_only,82,69,13,0,56,59,0.841463414634,0.158536585366,0.682926829268,0.719512195122
mpnet,bm25,29,100,shared,20,19,1,0,14,17,0.95,0.05,0.7,0.85
mpnet,bm25,29,100,method_only,80,25,55,0,21,23,0.3125,0.6875,0.2625,0.2875
mpnet,bm25,29,100,bm25_only,80,77,3,0,32,47,0.9625,0.0375,0.4,0.5875
mpnet,bm25,30,100,shared,45,43,2,0,41,43,0.955555555556,0.0444444444444,0.911111111111,0.955555555556
mpnet,bm25,30,100,method_only,55,37,18,0,26,35,0.672727272727,0.327272727273,0.472727272727,0.636363636364
mpnet,bm25,30,100,bm25_only,55,51,4,0,27,44,0.927272727273,0.0727272727273,0.490909090909,0.8
mpnet,bm25,31,100,shared,1,1,0,0,1,1,1,0,1,1
mpnet,bm25,31,100,method_only,99,18,81,0,5,8,0.181818181818,0.818181818182,0.0505050505051,0.0808080808081
mpnet,bm25,31,100,bm25_only,99,97,2,0,11,20,0.979797979798,0.020202020202,0.111111111111,0.20202020202
mpnet,bm25,32,100,shared,0,0,0,0,0,0,,,,
mpnet,bm25,32,100,method_only,100,11,89,0,1,1,0.11,0.89,0.01,0.01
mpnet,bm25,32,100,bm25_only,100,78,22,0,13,17,0.78,0.22,0.13,0.17
mpnet,bm25,33,100,shared,5,5,0,0,4,5,1,0,0.8,1
mpnet,bm25,33,100,method_only,95,36,59,0,13,24,0.378947368421,0.621052631579,0.136842105263,0.252631578947
mpnet,bm25,33,100,bm25_only,95,79,16,0,26,39,0.831578947368,0.168421052632,0.273684210526,0.410526315789
mpnet,bm25,34,100,shared,2,2,0,0,0,1,1,0,0,0.5
mpnet,bm25,34,100,method_only,98,23,75,0,8,12,0.234693877551,0.765306122449,0.0816326530612,0.122448979592
mpnet,bm25,34,100,bm25_only,98,47,51,0,9,15,0.479591836735,0.520408163265,0.0918367346939,0.15306122449
mpnet,bm25,35,100,shared,3,3,0,0,3,3,1,0,1,1
mpnet,bm25,35,100,method_only,97,21,76,0,7,12,0.216494845361,0.783505154639,0.0721649484536,0.123711340206
mpnet,bm25,35,100,bm25_only,97,81,16,0,40,42,0.835051546392,0.164948453608,0.412371134021,0.432989690722
mpnet,bm25,36,100,shared,33,33,0,0,28,29,1,0,0.848484848485,0.878787878788
mpnet,bm25,36,100,method_only,67,42,25,0,28,32,0.626865671642,0.373134328358,0.417910447761,0.477611940299
mpnet,bm25,36,100,bm25_only,67,65,2,0,50,56,0.970149253731,0.0298507462687,0.746268656716,0.835820895522
mpnet,bm25,37,100,shared,33,33,0,0,18,26,1,0,0.545454545455,0.787878787879
mpnet,bm25,37,100,method_only,67,54,13,0,22,29,0.805970149254,0.194029850746,0.328358208955,0.432835820896
mpnet,bm25,37,100,bm25_only,67,66,1,0,31,47,0.985074626866,0.0149253731343,0.462686567164,0.701492537313
mpnet,bm25,38,100,shared,5,4,1,0,3,4,0.8,0.2,0.6,0.8
mpnet,bm25,38,100,method_only,95,61,34,0,49,59,0.642105263158,0.357894736842,0.515789473684,0.621052631579
mpnet,bm25,38,100,bm25_only,95,81,14,0,33,51,0.852631578947,0.147368421053,0.347368421053,0.536842105263
mpnet,bm25,39,100,shared,39,39,0,0,34,39,1,0,0.871794871795,1
mpnet,bm25,39,100,method_only,61,55,6,0,37,53,0.901639344262,0.0983606557377,0.606557377049,0.868852459016
mpnet,bm25,39,100,bm25_only,61,61,0,0,30,58,1,0,0.491803278689,0.950819672131
mpnet,bm25,40,100,shared,54,54,0,0,49,54,1,0,0.907407407407,1
mpnet,bm25,40,100,method_only,46,38,8,0,30,34,0.826086956522,0.173913043478,0.652173913043,0.739130434783
mpnet,bm25,40,100,bm25_only,46,45,1,0,37,43,0.978260869565,0.0217391304348,0.804347826087,0.934782608696
mpnet,bm25,41,100,shared,36,36,0,0,28,32,1,0,0.777777777778,0.888888888889
mpnet,bm25,41,100,method_only,64,53,11,0,46,47,0.828125,0.171875,0.71875,0.734375
mpnet,bm25,41,100,bm25_only,64,61,3,0,27,30,0.953125,0.046875,0.421875,0.46875
mpnet,bm25,42,100,shared,38,38,0,0,37,38,1,0,0.973684210526,1
mpnet,bm25,42,100,method_only,62,62,0,0,58,61,1,0,0.935483870968,0.983870967742
mpnet,bm25,42,100,bm25_only,62,57,5,0,24,31,0.91935483871,0.0806451612903,0.387096774194,0.5
mpnet,bm25,43,100,shared,37,37,0,0,33,35,1,0,0.891891891892,0.945945945946
mpnet,bm25,43,100,method_only,63,23,40,0,20,22,0.365079365079,0.634920634921,0.31746031746,0.349206349206
mpnet,bm25,43,100,bm25_only,63,62,1,0,36,43,0.984126984127,0.015873015873,0.571428571429,0.68253968254
mpnet,bm25,44,100,shared,16,16,0,0,16,16,1,0,1,1
mpnet,bm25,44,100,method_only,84,64,20,0,59,63,0.761904761905,0.238095238095,0.702380952381,0.75
mpnet,bm25,44,100,bm25_only,84,72,12,0,36,51,0.857142857143,0.142857142857,0.428571428571,0.607142857143
mpnet,bm25,45,100,shared,19,18,1,0,7,18,0.947368421053,0.0526315789474,0.368421052632,0.947368421053
mpnet,bm25,45,100,method_only,81,54,27,0,20,53,0.666666666667,0.333333333333,0.246913580247,0.654320987654
mpnet,bm25,45,100,bm25_only,81,72,9,0,25,63,0.888888888889,0.111111111111,0.308641975309,0.777777777778
mpnet,bm25,46,100,shared,24,24,0,0,21,24,1,0,0.875,1
mpnet,bm25,46,100,method_only,76,23,53,0,9,18,0.302631578947,0.697368421053,0.118421052632,0.236842105263
mpnet,bm25,46,100,bm25_only,76,63,13,0,9,16,0.828947368421,0.171052631579,0.118421052632,0.210526315789
mpnet,bm25,47,100,shared,4,4,0,0,4,4,1,0,1,1
mpnet,bm25,47,100,method_only,96,35,61,0,29,30,0.364583333333,0.635416666667,0.302083333333,0.3125
mpnet,bm25,47,100,bm25_only,96,56,40,0,21,27,0.583333333333,0.416666666667,0.21875,0.28125
mpnet,bm25,48,100,shared,17,17,0,0,15,17,1,0,0.882352941176,1
mpnet,bm25,48,100,method_only,83,61,22,0,49,58,0.734939759036,0.265060240964,0.590361445783,0.698795180723
mpnet,bm25,48,100,bm25_only,83,35,48,0,17,29,0.421686746988,0.578313253012,0.204819277108,0.349397590361
mpnet,bm25,49,100,shared,6,6,0,0,3,4,1,0,0.5,0.666666666667
mpnet,bm25,49,100,method_only,94,41,53,0,28,35,0.436170212766,0.563829787234,0.297872340426,0.372340425532
mpnet,bm25,49,100,bm25_only,94,71,23,0,4,16,0.755319148936,0.244680851064,0.0425531914894,0.170212765957
mpnet,bm25,50,100,shared,20,20,0,0,7,13,1,0,0.35,0.65
mpnet,bm25,50,100,method_only,80,46,34,0,6,20,0.575,0.425,0.075,0.25
mpnet,bm25,50,100,bm25_only,80,56,24,0,5,18,0.7,0.3,0.0625,0.225
mpnet,bm25,1,1000,shared,82,59,23,0,15,39,0.719512195122,0.280487804878,0.182926829268,0.475609756098
mpnet,bm25,1,1000,method_only,918,69,849,0,12,41,0.0751633986928,0.924836601307,0.0130718954248,0.0446623093682
mpnet,bm25,1,1000,bm25_only,918,268,650,0,62,126,0.291938997821,0.708061002179,0.0675381263617,0.137254901961
mpnet,bm25,2,1000,shared,56,45,11,0,33,37,0.803571428571,0.196428571429,0.589285714286,0.660714285714
mpnet,bm25,2,1000,method_only,944,113,831,0,64,69,0.119703389831,0.880296610169,0.0677966101695,0.073093220339
mpnet,bm25,2,1000,bm25_only,944,158,786,0,40,57,0.167372881356,0.832627118644,0.0423728813559,0.0603813559322
mpnet,bm25,3,1000,shared,121,85,36,0,44,72,0.702479338843,0.297520661157,0.363636363636,0.595041322314
mpnet,bm25,3,1000,method_only,879,79,800,0,26,66,0.0898748577929,0.910125142207,0.0295790671217,0.0750853242321
mpnet,bm25,3,1000,bm25_only,879,317,562,0,48,144,0.3606370876,0.6393629124,0.0546075085324,0.163822525597
mpnet,bm25,4,1000,shared,126,76,50,0,31,53,0.603174603175,0.396825396825,0.246031746032,0.420634920635
mpnet,bm25,4,1000,method_only,874,94,780,0,40,66,0.107551487414,0.892448512586,0.045766590389,0.0755148741419
mpnet,bm25,4,1000,bm25_only,874,218,656,0,33,80,0.24942791762,0.75057208238,0.0377574370709,0.091533180778
mpnet,bm25,5,1000,shared,231,138,93,0,64,109,0.597402597403,0.402597402597,0.277056277056,0.471861471861
mpnet,bm25,5,1000,method_only,769,102,667,0,31,58,0.132639791938,0.867360208062,0.0403120936281,0.075422626788
mpnet,bm25,5,1000,bm25_only,769,283,486,0,74,162,0.368010403121,0.631989596879,0.0962288686606,0.21066319896
mpnet,bm25,6,1000,shared,217,153,64,0,138,146,0.705069124424,0.294930875576,0.635944700461,0.672811059908
mpnet,bm25,6,1000,method_only,783,149,634,0,106,138,0.190293742018,0.809706257982,0.135376756066,0.176245210728
mpnet,bm25,6,1000,bm25_only,783,225,558,0,111,163,0.287356321839,0.712643678161,0.141762452107,0.208173690932
mpnet,bm25,7,1000,shared,394,307,87,0,237,246,0.779187817259,0.220812182741,0.60152284264,0.624365482234
mpnet,bm25,7,1000,method_only,606,127,479,0,79,86,0.209570957096,0.790429042904,0.130363036304,0.141914191419
mpnet,bm25,7,1000,bm25_only,606,196,410,0,59,67,0.323432343234,0.676567656766,0.0973597359736,0.110561056106
mpnet,bm25,8,1000,shared,100,62,38,0,44,59,0.62,0.38,0.44,0.59
mpnet,bm25,8,1000,method_only,900,120,780,0,60,102,0.133333333333,0.866666666667,0.0666666666667,0.113333333333
mpnet,bm25,8,1000,bm25_only,900,202,698,0,37,97,0.224444444444,0.775555555556,0.0411111111111,0.107777777778
mpnet,bm25,9,1000,shared,119,93,26,0,28,41,0.781512605042,0.218487394958,0.235294117647,0.344537815126
mpnet,bm25,9,1000,method_only,881,42,839,0,6,10,0.0476730987514,0.952326901249,0.00681044267877,0.011350737798
mpnet,bm25,9,1000,bm25_only,881,199,682,0,31,69,0.225879682179,0.774120317821,0.0351872871737,0.0783200908059
mpnet,bm25,10,1000,shared,476,311,165,0,141,222,0.653361344538,0.346638655462,0.296218487395,0.466386554622
mpnet,bm25,10,1000,method_only,524,96,428,0,45,73,0.18320610687,0.81679389313,0.0858778625954,0.139312977099
mpnet,bm25,10,1000,bm25_only,524,119,405,0,21,49,0.227099236641,0.772900763359,0.0400763358779,0.0935114503817
mpnet,bm25,11,1000,shared,182,99,83,0,28,47,0.543956043956,0.456043956044,0.153846153846,0.258241758242
mpnet,bm25,11,1000,method_only,818,55,763,0,0,7,0.0672371638142,0.932762836186,0,0.00855745721271
mpnet,bm25,11,1000,bm25_only,818,268,550,0,50,96,0.327628361858,0.672371638142,0.0611246943765,0.117359413203
mpnet,bm25,12,1000,shared,90,49,41,0,15,31,0.544444444444,0.455555555556,0.166666666667,0.344444444444
mpnet,bm25,12,1000,method_only,910,93,817,0,38,60,0.102197802198,0.897802197802,0.0417582417582,0.0659340659341
mpnet,bm25,12,1000,bm25_only,910,278,632,0,53,135,0.305494505495,0.694505494505,0.0582417582418,0.148351648352
mpnet,bm25,13,1000,shared,117,75,42,0,31,66,0.641025641026,0.358974358974,0.264957264957,0.564102564103
mpnet,bm25,13,1000,method_only,883,126,757,0,23,91,0.142695356738,0.857304643262,0.0260475651189,0.103057757644
mpnet,bm25,13,1000,bm25_only,883,286,597,0,67,180,0.32389580974,0.67610419026,0.0758776896942,0.203850509626
mpnet,bm25,14,1000,shared,44,40,4,0,23,32,0.909090909091,0.0909090909091,0.522727272727,0.727272727273
mpnet,bm25,14,1000,method_only,956,54,902,0,4,10,0.0564853556485,0.943514644351,0.00418410041841,0.010460251046
mpnet,bm25,14,1000,bm25_only,956,203,753,0,24,58,0.212343096234,0.787656903766,0.0251046025105,0.0606694560669
mpnet,bm25,15,1000,shared,38,15,23,0,3,4,0.394736842105,0.605263157895,0.0789473684211,0.105263157895
mpnet,bm25,15,1000,method_only,962,101,861,0,25,56,0.10498960499,0.89501039501,0.0259875259875,0.0582120582121
mpnet,bm25,15,1000,bm25_only,962,214,748,0,4,13,0.222453222453,0.777546777547,0.004158004158,0.0135135135135
mpnet,bm25,16,1000,shared,97,85,12,0,51,75,0.876288659794,0.123711340206,0.525773195876,0.773195876289
mpnet,bm25,16,1000,method_only,903,163,740,0,54,92,0.180509413068,0.819490586932,0.0598006644518,0.101882613511
mpnet,bm25,16,1000,bm25_only,903,187,716,0,2,20,0.207087486157,0.792912513843,0.00221483942414,0.0221483942414
mpnet,bm25,17,1000,shared,249,176,73,0,67,143,0.706827309237,0.293172690763,0.269076305221,0.574297188755
mpnet,bm25,17,1000,method_only,751,58,693,0,20,45,0.0772303595206,0.922769640479,0.0266311584554,0.0599201065246
mpnet,bm25,17,1000,bm25_only,751,235,516,0,77,164,0.312916111851,0.687083888149,0.102529960053,0.218375499334
mpnet,bm25,18,1000,shared,489,323,166,0,165,286,0.660531697342,0.339468302658,0.337423312883,0.584867075665
mpnet,bm25,18,1000,method_only,511,97,414,0,38,70,0.189823874755,0.810176125245,0.0743639921722,0.13698630137
mpnet,bm25,18,1000,bm25_only,511,134,377,0,25,59,0.262230919765,0.737769080235,0.0489236790607,0.115459882583
mpnet,bm25,19,1000,shared,158,121,37,0,19,42,0.76582278481,0.23417721519,0.120253164557,0.26582278481
mpnet,bm25,19,1000,method_only,842,109,733,0,12,19,0.12945368171,0.87054631829,0.0142517814727,0.0225653206651
mpnet,bm25,19,1000,bm25_only,842,166,676,0,4,20,0.197149643705,0.802850356295,0.00475059382423,0.0237529691211
mpnet,bm25,20,1000,shared,516,334,182,0,292,324,0.647286821705,0.352713178295,0.565891472868,0.627906976744
mpnet,bm25,20,1000,method_only,484,78,406,0,62,73,0.161157024793,0.838842975207,0.128099173554,0.150826446281
mpnet,bm25,20,1000,bm25_only,484,172,312,0,21,91,0.355371900826,0.644628099174,0.0433884297521,0.188016528926
mpnet,bm25,21,1000,shared,151,118,33,0,81,87,0.781456953642,0.218543046358,0.53642384106,0.576158940397
mpnet,bm25,21,1000,method_only,849,157,692,0,110,125,0.18492343934,0.81507656066,0.129564193168,0.147232037691
mpnet,bm25,21,1000,bm25_only,849,214,635,0,91,103,0.252061248528,0.747938751472,0.107184923439,0.121319199058
mpnet,bm25,22,1000,shared,369,201,168,0,159,193,0.544715447154,0.455284552846,0.430894308943,0.523035230352
mpnet,bm25,22,1000,method_only,631,136,495,0,94,128,0.215530903328,0.784469096672,0.148969889065,0.202852614897
mpnet,bm25,22,1000,bm25_only,631,106,525,0,27,61,0.167987321712,0.832012678288,0.0427892234548,0.0966719492868
mpnet,bm25,23,1000,shared,282,202,80,0,113,156,0.716312056738,0.283687943262,0.400709219858,0.553191489362
mpnet,bm25,23,1000,method_only,718,114,604,0,28,75,0.158774373259,0.841225626741,0.0389972144847,0.104456824513
mpnet,bm25,23,1000,bm25_only,718,96,622,0,5,27,0.133704735376,0.866295264624,0.00696378830084,0.0376044568245
mpnet,bm25,24,1000,shared,438,265,173,0,200,243,0.60502283105,0.39497716895,0.456621004566,0.554794520548
mpnet,bm25,24,1000,method_only,562,86,476,0,36,63,0.153024911032,0.846975088968,0.0640569395018,0.112099644128
mpnet,bm25,24,1000,bm25_only,562,80,482,0,16,29,0.142348754448,0.857651245552,0.0284697508897,0.0516014234875
mpnet,bm25,25,1000,shared,152,90,62,0,51,58,0.592105263158,0.407894736842,0.335526315789,0.381578947368
mpnet,bm25,25,1000,method_only,848,187,661,0,133,169,0.220518867925,0.779481132075,0.156839622642,0.19929245283
mpnet,bm25,25,1000,bm25_only,848,253,595,0,36,59,0.298349056604,0.701650943396,0.0424528301887,0.0695754716981
mpnet,bm25,26,1000,shared,135,70,65,0,60,66,0.518518518519,0.481481481481,0.444444444444,0.488888888889
mpnet,bm25,26,1000,method_only,865,132,733,0,98,114,0.152601156069,0.847398843931,0.113294797688,0.131791907514
mpnet,bm25,26,1000,bm25_only,865,254,611,0,149,177,0.293641618497,0.706358381503,0.17225433526,0.204624277457
mpnet,bm25,27,1000,shared,139,102,37,0,79,100,0.73381294964,0.26618705036,0.568345323741,0.719424460432
mpnet,bm25,27,1000,method_only,861,23,838,0,5,17,0.0267131242741,0.973286875726,0.00580720092915,0.0197444831591
mpnet,bm25,27,1000,bm25_only,861,335,526,0,148,288,0.389082462253,0.610917537747,0.171893147503,0.334494773519
mpnet,bm25,28,1000,shared,643,368,275,0,327,342,0.57231726283,0.42768273717,0.508553654743,0.531881804044
mpnet,bm25,28,1000,method_only,357,92,265,0,66,81,0.257703081232,0.742296918768,0.18487394958,0.226890756303
mpnet,bm25,28,1000,bm25_only,357,55,302,0,36,41,0.15406162465,0.84593837535,0.100840336134,0.114845938375
mpnet,bm25,29,1000,shared,314,203,111,0,114,154,0.646496815287,0.353503184713,0.363057324841,0.490445859873
mpnet,bm25,29,1000,method_only,686,103,583,0,43,80,0.150145772595,0.849854227405,0.0626822157434,0.116618075802
mpnet,bm25,29,1000,bm25_only,686,274,412,0,85,152,0.399416909621,0.600583090379,0.123906705539,0.221574344023
mpnet,bm25,30,1000,shared,348,214,134,0,126,187,0.614942528736,0.385057471264,0.362068965517,0.537356321839
mpnet,bm25,30,1000,method_only,652,51,601,0,7,29,0.0782208588957,0.921779141104,0.010736196319,0.0444785276074
mpnet,bm25,30,1000,bm25_only,652,123,529,0,24,65,0.188650306748,0.811349693252,0.0368098159509,0.0996932515337
mpnet,bm25,31,1000,shared,97,72,25,0,16,36,0.742268041237,0.257731958763,0.164948453608,0.371134020619
mpnet,bm25,31,1000,method_only,903,73,830,0,15,32,0.0808416389812,0.919158361019,0.0166112956811,0.0354374307863
mpnet,bm25,31,1000,bm25_only,903,349,554,0,18,63,0.386489479513,0.613510520487,0.0199335548173,0.0697674418605
mpnet,bm25,32,1000,shared,79,25,54,0,6,11,0.316455696203,0.683544303797,0.0759493670886,0.139240506329
