method,baseline,query_id,k,n_shared,n_method_only,n_bm25_only,n_union,overlap_fraction,jaccard
splade,bm25,49,50,12,38,38,88,0.24,0.136363636364
splade,bm25,50,50,12,38,38,88,0.24,0.136363636364
splade,bm25,1,100,11,89,89,189,0.11,0.0582010582011
splade,bm25,2,100,17,83,83,183,0.17,0.0928961748634
splade,bm25,3,100,32,68,68,168,0.32,0.190476190476
splade,bm25,4,100,9,91,91,191,0.09,0.0471204188482
splade,bm25,5,100,23,77,77,177,0.23,0.129943502825
splade,bm25,6,100,28,72,72,172,0.28,0.162790697674
splade,bm25,7,100,38,62,62,162,0.38,0.234567901235
splade,bm25,8,100,14,86,86,186,0.14,0.0752688172043
splade,bm25,9,100,30,70,70,170,0.3,0.176470588235
splade,bm25,10,100,44,56,56,156,0.44,0.282051282051
splade,bm25,11,100,39,61,61,161,0.39,0.242236024845
splade,bm25,12,100,33,67,67,167,0.33,0.197604790419
splade,bm25,13,100,42,58,58,158,0.42,0.26582278481
splade,bm25,14,100,23,77,77,177,0.23,0.129943502825
splade,bm25,15,100,2,98,98,198,0.02,0.010101010101
splade,bm25,16,100,14,86,86,186,0.14,0.0752688172043
splade,bm25,17,100,32,68,68,168,0.32,0.190476190476
splade,bm25,18,100,47,53,53,153,0.47,0.307189542484
splade,bm25,19,100,40,60,60,160,0.4,0.25
splade,bm25,20,100,25,75,75,175,0.25,0.142857142857
splade,bm25,21,100,37,63,63,163,0.37,0.226993865031
splade,bm25,22,100,38,62,62,162,0.38,0.234567901235
splade,bm25,23,100,30,70,70,170,0.3,0.176470588235
splade,bm25,24,100,42,58,58,158,0.42,0.26582278481
splade,bm25,25,100,26,74,74,174,0.26,0.149425287356
splade,bm25,26,100,25,75,75,175,0.25,0.142857142857
splade,bm25,27,100,48,52,52,152,0.48,0.315789473684
splade,bm25,28,100,26,74,74,174,0.26,0.149425287356
splade,bm25,29,100,56,44,44,144,0.56,0.388888888889
splade,bm25,30,100,59,41,41,141,0.59,0.418439716312
splade,bm25,31,100,14,86,86,186,0.14,0.0752688172043
splade,bm25,32,100,18,82,82,182,0.18,0.0989010989011
splade,bm25,33,100,33,67,67,167,0.33,0.197604790419
splade,bm25,34,100,19,81,81,181,0.19,0.104972375691
splade,bm25,35,100,41,59,59,159,0.41,0.25786163522
splade,bm25,36,100,54,46,46,146,0.54,0.369863013699
splade,bm25,37,100,56,44,44,144,0.56,0.388888888889
splade,bm25,38,100,23,77,77,177,0.23,0.129943502825
splade,bm25,39,100,43,57,57,157,0.43,0.273885350318
splade,bm25,40,100,63,37,37,137,0.63,0.459854014599
splade,bm25,41,100,38,62,62,162,0.38,0.234567901235
splade,bm25,42,100,57,43,43,143,0.57,0.398601398601
splade,bm25,43,100,21,79,79,179,0.21,0.117318435754
splade,bm25,44,100,39,61,61,161,0.39,0.242236024845
splade,bm25,45,100,26,74,74,174,0.26,0.149425287356
splade,bm25,46,100,31,69,69,169,0.31,0.183431952663
splade,bm25,47,100,25,75,75,175,0.25,0.142857142857
splade,bm25,48,100,29,71,71,171,0.29,0.169590643275
splade,bm25,49,100,24,76,76,176,0.24,0.136363636364
splade,bm25,50,100,26,74,74,174,0.26,0.149425287356
splade,bm25,1,1000,309,691,691,1691,0.309,0.182732111177
splade,bm25,2,1000,133,867,867,1867,0.133,0.0712372790573
splade,bm25,3,1000,333,667,667,1667,0.333,0.19976004799
splade,bm25,4,1000,353,647,647,1647,0.353,0.214329083182
splade,bm25,5,1000,444,556,556,1556,0.444,0.285347043702
splade,bm25,6,1000,364,636,636,1636,0.364,0.222493887531
splade,bm25,7,1000,583,417,417,1417,0.583,0.411432604093
splade,bm25,8,1000,235,765,765,1765,0.235,0.133144475921
splade,bm25,9,1000,276,724,724,1724,0.276,0.160092807425
splade,bm25,10,1000,600,400,400,1400,0.6,0.428571428571
splade,bm25,11,1000,410,590,590,1590,0.41,0.25786163522
splade,bm25,12,1000,417,583,583,1583,0.417,0.263423878711
splade,bm25,13,1000,361,639,639,1639,0.361,0.220256253813
splade,bm25,14,1000,207,793,793,1793,0.207,0.11544896821
splade,bm25,15,1000,49,951,951,1951,0.049,0.0251153254741
splade,bm25,16,1000,125,875,875,1875,0.125,0.0666666666667
splade,bm25,17,1000,456,544,544,1544,0.456,0.295336787565
splade,bm25,18,1000,535,465,465,1465,0.535,0.365187713311
splade,bm25,19,1000,143,857,857,1857,0.143,0.0770059235326
splade,bm25,20,1000,523,477,477,1477,0.523,0.354096140826
splade,bm25,21,1000,374,626,626,1626,0.374,0.230012300123
splade,bm25,22,1000,386,614,614,1614,0.386,0.239157372986
splade,bm25,23,1000,379,621,621,1621,0.379,0.233806292412
splade,bm25,24,1000,488,512,512,1512,0.488,0.322751322751
splade,bm25,25,1000,523,477,477,1477,0.523,0.354096140826
splade,bm25,26,1000,271,729,729,1729,0.271,0.156737998843
splade,bm25,27,1000,543,457,457,1457,0.543,0.372683596431
splade,bm25,28,1000,643,357,357,1357,0.643,0.473839351511
splade,bm25,29,1000,544,456,456,1456,0.544,0.373626373626
splade,bm25,30,1000,581,419,419,1419,0.581,0.409443269908
splade,bm25,31,1000,273,727,727,1727,0.273,0.158077591199
splade,bm25,32,1000,252,748,748,1748,0.252,0.144164759725
splade,bm25,33,1000,224,776,776,1776,0.224,0.126126126126
splade,bm25,34,1000,188,812,812,1812,0.188,0.103752759382
splade,bm25,35,1000,292,708,708,1708,0.292,0.170960187354
splade,bm25,36,1000,715,285,285,1285,0.715,0.556420233463
splade,bm25,37,1000,618,382,382,1382,0.618,0.447178002894
splade,bm25,38,1000,357,643,643,1643,0.357,0.217285453439
splade,bm25,39,1000,681,319,319,1319,0.681,0.516300227445
splade,bm25,40,1000,458,542,542,1542,0.458,0.297016861219
splade,bm25,41,1000,267,733,733,1733,0.267,0.154068090017
splade,bm25,42,1000,342,658,658,1658,0.342,0.206272617612
splade,bm25,43,1000,295,705,705,1705,0.295,0.173020527859
splade,bm25,44,1000,443,557,557,1557,0.443,0.284521515735
splade,bm25,45,1000,563,437,437,1437,0.563,0.391788448156
splade,bm25,46,1000,431,569,569,1569,0.431,0.274697259401
splade,bm25,47,1000,373,627,627,1627,0.373,0.229256299939
splade,bm25,48,1000,330,670,670,1670,0.33,0.197604790419
splade,bm25,49,1000,222,778,778,1778,0.222,0.124859392576
splade,bm25,50,1000,420,580,580,1580,0.42,0.26582278481
bge,bm25,1,20,11,9,9,29,0.55,0.379310344828
bge,bm25,2,20,1,19,19,39,0.05,0.025641025641
bge,bm25,3,20,0,20,20,40,0,0
bge,bm25,4,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,5,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,6,20,6,14,14,34,0.3,0.176470588235
bge,bm25,7,20,4,16,16,36,0.2,0.111111111111
bge,bm25,8,20,6,14,14,34,0.3,0.176470588235
bge,bm25,9,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,10,20,5,15,15,35,0.25,0.142857142857
bge,bm25,11,20,5,15,15,35,0.25,0.142857142857
bge,bm25,12,20,0,20,20,40,0,0
bge,bm25,13,20,7,13,13,33,0.35,0.212121212121
bge,bm25,14,20,7,13,13,33,0.35,0.212121212121
bge,bm25,15,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,16,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,17,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,18,20,5,15,15,35,0.25,0.142857142857
bge,bm25,19,20,11,9,9,29,0.55,0.379310344828
bge,bm25,20,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,21,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,22,20,8,12,12,32,0.4,0.25
bge,bm25,23,20,4,16,16,36,0.2,0.111111111111
bge,bm25,24,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,25,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,26,20,4,16,16,36,0.2,0.111111111111
bge,bm25,27,20,1,19,19,39,0.05,0.025641025641
bge,bm25,28,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,29,20,8,12,12,32,0.4,0.25
bge,bm25,30,20,9,11,11,31,0.45,0.290322580645
bge,bm25,31,20,0,20,20,40,0,0
bge,bm25,32,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,33,20,5,15,15,35,0.25,0.142857142857
bge,bm25,34,20,1,19,19,39,0.05,0.025641025641
bge,bm25,35,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,36,20,7,13,13,33,0.35,0.212121212121
bge,bm25,37,20,4,16,16,36,0.2,0.111111111111
bge,bm25,38,20,4,16,16,36,0.2,0.111111111111
bge,bm25,39,20,8,12,12,32,0.4,0.25
bge,bm25,40,20,8,12,12,32,0.4,0.25
bge,bm25,41,20,5,15,15,35,0.25,0.142857142857
bge,bm25,42,20,5,15,15,35,0.25,0.142857142857
bge,bm25,43,20,9,11,11,31,0.45,0.290322580645
bge,bm25,44,20,5,15,15,35,0.25,0.142857142857
bge,bm25,45,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,46,20,7,13,13,33,0.35,0.212121212121
bge,bm25,47,20,2,18,18,38,0.1,0.0526315789474
bge,bm25,48,20,4,16,16,36,0.2,0.111111111111
bge,bm25,49,20,3,17,17,37,0.15,0.0810810810811
bge,bm25,50,20,7,13,13,33,0.35,0.212121212121
bge,bm25,1,50,16,34,34,84,0.32,0.190476190476
bge,bm25,2,50,7,43,43,93,0.14,0.0752688172043
bge,bm25,3,50,7,43,43,93,0.14,0.0752688172043
bge,bm25,4,50,8,42,42,92,0.16,0.0869565217391
bge,bm25,5,50,12,38,38,88,0.24,0.136363636364
bge,bm25,6,50,10,40,40,90,0.2,0.111111111111
bge,bm25,7,50,13,37,37,87,0.26,0.149425287356
bge,bm25,8,50,10,40,40,90,0.2,0.111111111111
bge,bm25,9,50,13,37,37,87,0.26,0.149425287356
bge,bm25,10,50,13,37,37,87,0.26,0.149425287356
bge,bm25,11,50,14,36,36,86,0.28,0.162790697674
bge,bm25,12,50,4,46,46,96,0.08,0.0416666666667
bge,bm25,13,50,19,31,31,81,0.38,0.234567901235
bge,bm25,14,50,12,38,38,88,0.24,0.136363636364
bge,bm25,15,50,3,47,47,97,0.06,0.0309278350515
bge,bm25,16,50,7,43,43,93,0.14,0.0752688172043
bge,bm25,17,50,10,40,40,90,0.2,0.111111111111
bge,bm25,18,50,13,37,37,87,0.26,0.149425287356
bge,bm25,19,50,18,32,32,82,0.36,0.219512195122
bge,bm25,20,50,8,42,42,92,0.16,0.0869565217391
bge,bm25,21,50,12,38,38,88,0.24,0.136363636364
bge,bm25,22,50,13,37,37,87,0.26,0.149425287356
bge,bm25,23,50,18,32,32,82,0.36,0.219512195122
bge,bm25,24,50,11,39,39,89,0.22,0.123595505618
bge,bm25,25,50,3,47,47,97,0.06,0.0309278350515
bge,bm25,26,50,10,40,40,90,0.2,0.111111111111
bge,bm25,27,50,9,41,41,91,0.18,0.0989010989011
bge,bm25,28,50,6,44,44,94,0.12,0.063829787234
bge,bm25,29,50,18,32,32,82,0.36,0.219512195122
bge,bm25,30,50,20,30,30,80,0.4,0.25
bge,bm25,31,50,0,50,50,100,0,0
bge,bm25,32,50,5,45,45,95,0.1,0.0526315789474
bge,bm25,33,50,12,38,38,88,0.24,0.136363636364
bge,bm25,34,50,3,47,47,97,0.06,0.0309278350515
bge,bm25,35,50,16,34,34,84,0.32,0.190476190476
bge,bm25,36,50,17,33,33,83,0.34,0.204819277108
bge,bm25,37,50,15,35,35,85,0.3,0.176470588235
bge,bm25,38,50,12,38,38,88,0.24,0.136363636364
bge,bm25,39,50,31,19,19,69,0.62,0.449275362319
bge,bm25,40,50,24,26,26,76,0.48,0.315789473684
bge,bm25,41,50,15,35,35,85,0.3,0.176470588235
bge,bm25,42,50,21,29,29,79,0.42,0.26582278481
bge,bm25,43,50,20,30,30,80,0.4,0.25
bge,bm25,44,50,11,39,39,89,0.22,0.123595505618
bge,bm25,45,50,13,37,37,87,0.26,0.149425287356
bge,bm25,46,50,21,29,29,79,0.42,0.26582278481
bge,bm25,47,50,7,43,43,93,0.14,0.0752688172043
bge,bm25,48,50,12,38,38,88,0.24,0.136363636364
bge,bm25,49,50,5,45,45,95,0.1,0.0526315789474
bge,bm25,50,50,14,36,36,86,0.28,0.162790697674
bge,bm25,1,100,26,74,74,174,0.26,0.149425287356
bge,bm25,2,100,21,79,79,179,0.21,0.117318435754
bge,bm25,3,100,19,81,81,181,0.19,0.104972375691
bge,bm25,4,100,17,83,83,183,0.17,0.0928961748634
bge,bm25,5,100,20,80,80,180,0.2,0.111111111111
bge,bm25,6,100,32,68,68,168,0.32,0.190476190476
bge,bm25,7,100,24,76,76,176,0.24,0.136363636364
bge,bm25,8,100,19,81,81,181,0.19,0.104972375691
bge,bm25,9,100,25,75,75,175,0.25,0.142857142857
bge,bm25,10,100,39,61,61,161,0.39,0.242236024845
bge,bm25,11,100,24,76,76,176,0.24,0.136363636364
bge,bm25,12,100,15,85,85,185,0.15,0.0810810810811
bge,bm25,13,100,34,66,66,166,0.34,0.204819277108
bge,bm25,14,100,25,75,75,175,0.25,0.142857142857
bge,bm25,15,100,7,93,93,193,0.07,0.0362694300518
bge,bm25,16,100,13,87,87,187,0.13,0.0695187165775
bge,bm25,17,100,25,75,75,175,0.25,0.142857142857
bge,bm25,18,100,30,70,70,170,0.3,0.176470588235
bge,bm25,19,100,31,69,69,169,0.31,0.183431952663
bge,bm25,20,100,23,77,77,177,0.23,0.129943502825
bge,bm25,21,100,28,72,72,172,0.28,0.162790697674
bge,bm25,22,100,32,68,68,168,0.32,0.190476190476
bge,bm25,23,100,36,64,64,164,0.36,0.219512195122
bge,bm25,24,100,39,61,61,161,0.39,0.242236024845
bge,bm25,25,100,13,87,87,187,0.13,0.0695187165775
bge,bm25,26,100,21,79,79,179,0.21,0.117318435754
bge,bm25,27,100,37,63,63,163,0.37,0.226993865031
bge,bm25,28,100,35,65,65,165,0.35,0.212121212121
bge,bm25,29,100,38,62,62,162,0.38,0.234567901235
bge,bm25,30,100,52,48,48,148,0.52,0.351351351351
bge,bm25,31,100,7,93,93,193,0.07,0.0362694300518
bge,bm25,32,100,11,89,89,189,0.11,0.0582010582011
bge,bm25,33,100,13,87,87,187,0.13,0.0695187165775
bge,bm25,34,100,11,89,89,189,0.11,0.0582010582011
bge,bm25,35,100,34,66,66,166,0.34,0.204819277108
bge,bm25,36,100,47,53,53,153,0.47,0.307189542484
bge,bm25,37,100,30,70,70,170,0.3,0.176470588235
bge,bm25,38,100,22,78,78,178,0.22,0.123595505618
bge,bm25,39,100,46,54,54,154,0.46,0.298701298701
bge,bm25,40,100,54,46,46,146,0.54,0.369863013699
bge,bm25,41,100,38,62,62,162,0.38,0.234567901235
bge,bm25,42,100,47,53,53,153,0.47,0.307189542484
bge,bm25,43,100,42,58,58,158,0.42,0.26582278481
bge,bm25,44,100,27,73,73,173,0.27,0.156069364162
bge,bm25,45,100,36,64,64,164,0.36,0.219512195122
bge,bm25,46,100,24,76,76,176,0.24,0.136363636364
bge,bm25,47,100,18,82,82,182,0.18,0.0989010989011
bge,bm25,48,100,23,77,77,177,0.23,0.129943502825
bge,bm25,49,100,12,88,88,188,0.12,0.063829787234
bge,bm25,50,100,26,74,74,174,0.26,0.149425287356
bge,bm25,1,1000,203,797,797,1797,0.203,0.112966054535
bge,bm25,2,1000,148,852,852,1852,0.148,0.0799136069114
bge,bm25,3,1000,212,788,788,1788,0.212,0.118568232662
bge,bm25,4,1000,203,797,797,1797,0.203,0.112966054535
bge,bm25,5,1000,439,561,561,1561,0.439,0.281229980782
bge,bm25,6,1000,315,685,685,1685,0.315,0.186943620178
bge,bm25,7,1000,492,508,508,1508,0.492,0.32625994695
bge,bm25,8,1000,145,855,855,1855,0.145,0.078167115903
bge,bm25,9,1000,205,795,795,1795,0.205,0.114206128134
bge,bm25,10,1000,512,488,488,1488,0.512,0.344086021505
bge,bm25,11,1000,370,630,630,1630,0.37,0.226993865031
bge,bm25,12,1000,184,816,816,1816,0.184,0.101321585903
bge,bm25,13,1000,248,752,752,1752,0.248,0.141552511416
bge,bm25,14,1000,153,847,847,1847,0.153,0.0828370330265
bge,bm25,15,1000,104,896,896,1896,0.104,0.0548523206751
bge,bm25,16,1000,134,866,866,1866,0.134,0.0718113612004
bge,bm25,17,1000,408,592,592,1592,0.408,0.256281407035
bge,bm25,18,1000,453,547,547,1547,0.453,0.292824822237
bge,bm25,19,1000,167,833,833,1833,0.167,0.0911074740862
bge,bm25,20,1000,455,545,545,1545,0.455,0.294498381877
bge,bm25,21,1000,254,746,746,1746,0.254,0.145475372279
bge,bm25,22,1000,309,691,691,1691,0.309,0.182732111177
bge,bm25,23,1000,340,660,660,1660,0.34,0.204819277108
bge,bm25,24,1000,522,478,478,1478,0.522,0.353179972936
bge,bm25,25,1000,248,752,752,1752,0.248,0.141552511416
bge,bm25,26,1000,298,702,702,1702,0.298,0.17508813161
bge,bm25,27,1000,473,527,527,1527,0.473,0.309757694826
bge,bm25,28,1000,627,373,373,1373,0.627,0.456664238893
bge,bm25,29,1000,528,472,472,1472,0.528,0.358695652174
bge,bm25,30,1000,446,554,554,1554,0.446,0.287001287001
bge,bm25,31,1000,129,871,871,1871,0.129,0.0689470871192
bge,bm25,32,1000,306,694,694,1694,0.306,0.180637544274
bge,bm25,33,1000,128,872,872,1872,0.128,0.0683760683761
bge,bm25,34,1000,131,869,869,1869,0.131,0.0700909577314
bge,bm25,35,1000,224,776,776,1776,0.224,0.126126126126
bge,bm25,36,1000,579,421,421,1421,0.579,0.407459535538
bge,bm25,37,1000,519,481,481,1481,0.519,0.35043889264
bge,bm25,38,1000,279,721,721,1721,0.279,0.16211504939
bge,bm25,39,1000,516,484,484,1484,0.516,0.347708894879
bge,bm25,40,1000,380,620,620,1620,0.38,0.234567901235
bge,bm25,41,1000,245,755,755,1755,0.245,0.139601139601
bge,bm25,42,1000,281,719,719,1719,0.281,0.163467132054
bge,bm25,43,1000,259,741,741,1741,0.259,0.148765077542
bge,bm25,44,1000,323,677,677,1677,0.323,0.192605843769
bge,bm25,45,1000,588,412,412,1412,0.588,0.416430594901
bge,bm25,46,1000,286,714,714,1714,0.286,0.166861143524
bge,bm25,47,1000,279,721,721,1721,0.279,0.16211504939
bge,bm25,48,1000,206,794,794,1794,0.206,0.114827201784
bge,bm25,49,1000,165,835,835,1835,0.165,0.0899182561308
bge,bm25,50,1000,357,643,643,1643,0.357,0.217285453439
bm25_ce,bm25,1,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,2,20,2,18,18,38,0.1,0.0526315789474
bm25_ce,bm25,3,20,1,19,19,39,0.05,0.025641025641
bm25_ce,bm25,4,20,1,19,19,39,0.05,0.025641025641
bm25_ce,bm25,5,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,6,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,7,20,10,10,10,30,0.5,0.333333333333
bm25_ce,bm25,8,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,9,20,7,13,13,33,0.35,0.212121212121
bm25_ce,bm25,10,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,11,20,11,9,9,29,0.55,0.379310344828
bm25_ce,bm25,12,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,13,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,14,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,15,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,16,20,3,17,17,37,0.15,0.0810810810811
bm25_ce,bm25,17,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,18,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,19,20,9,11,11,31,0.45,0.290322580645
bm25_ce,bm25,20,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,21,20,7,13,13,33,0.35,0.212121212121
bm25_ce,bm25,22,20,9,11,11,31,0.45,0.290322580645
bm25_ce,bm25,23,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,24,20,3,17,17,37,0.15,0.0810810810811
bm25_ce,bm25,25,20,3,17,17,37,0.15,0.0810810810811
bm25_ce,bm25,26,20,7,13,13,33,0.35,0.212121212121
bm25_ce,bm25,27,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,28,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,29,20,11,9,9,29,0.55,0.379310344828
bm25_ce,bm25,30,20,15,5,5,25,0.75,0.6
bm25_ce,bm25,31,20,1,19,19,39,0.05,0.025641025641
bm25_ce,bm25,32,20,11,9,9,29,0.55,0.379310344828
bm25_ce,bm25,33,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,34,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,35,20,8,12,12,32,0.4,0.25
bm25_ce,bm25,36,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,37,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,38,20,7,13,13,33,0.35,0.212121212121
bm25_ce,bm25,39,20,10,10,10,30,0.5,0.333333333333
bm25_ce,bm25,40,20,8,12,12,32,0.4,0.25
bm25_ce,bm25,41,20,7,13,13,33,0.35,0.212121212121
bm25_ce,bm25,42,20,10,10,10,30,0.5,0.333333333333
bm25_ce,bm25,43,20,8,12,12,32,0.4,0.25
bm25_ce,bm25,44,20,5,15,15,35,0.25,0.142857142857
bm25_ce,bm25,45,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,46,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,47,20,6,14,14,34,0.3,0.176470588235
bm25_ce,bm25,48,20,4,16,16,36,0.2,0.111111111111
bm25_ce,bm25,49,20,3,17,17,37,0.15,0.0810810810811
bm25_ce,bm25,50,20,8,12,12,32,0.4,0.25
bm25_ce,bm25,1,50,11,39,39,89,0.22,0.123595505618
bm25_ce,bm25,2,50,13,37,37,87,0.26,0.149425287356
bm25_ce,bm25,3,50,12,38,38,88,0.24,0.136363636364
bm25_ce,bm25,4,50,5,45,45,95,0.1,0.0526315789474
bm25_ce,bm25,5,50,9,41,41,91,0.18,0.0989010989011
bm25_ce,bm25,6,50,19,31,31,81,0.38,0.234567901235
bm25_ce,bm25,7,50,22,28,28,78,0.44,0.282051282051
bm25_ce,bm25,8,50,12,38,38,88,0.24,0.136363636364
bm25_ce,bm25,9,50,13,37,37,87,0.26,0.149425287356
bm25_ce,bm25,10,50,17,33,33,83,0.34,0.204819277108
bm25_ce,bm25,11,50,19,31,31,81,0.38,0.234567901235
bm25_ce,bm25,12,50,17,33,33,83,0.34,0.204819277108
bm25_ce,bm25,13,50,22,28,28,78,0.44,0.282051282051
bm25_ce,bm25,14,50,10,40,40,90,0.2,0.111111111111
bm25_ce,bm25,15,50,8,42,42,92,0.16,0.0869565217391
bm25_ce,bm25,16,50,9,41,41,91,0.18,0.0989010989011
bm25_ce,bm25,17,50,19,31,31,81,0.38,0.234567901235
bm25_ce,bm25,18,50,24,26,26,76,0.48,0.315789473684
bm25_ce,bm25,19,50,21,29,29,79,0.42,0.26582278481
bm25_ce,bm25,20,50,9,41,41,91,0.18,0.0989010989011
bm25_ce,bm25,21,50,21,29,29,79,0.42,0.26582278481
bm25_ce,bm25,22,50,24,26,26,76,0.48,0.315789473684
bm25_ce,bm25,23,50,17,33,33,83,0.34,0.204819277108
bm25_ce,bm25,24,50,19,31,31,81,0.38,0.234567901235
bm25_ce,bm25,25,50,13,37,37,87,0.26,0.149425287356
bm25_ce,bm25,26,50,14,36,36,86,0.28,0.162790697674
bm25_ce,bm25,27,50,17,33,33,83,0.34,0.204819277108
bm25_ce,bm25,28,50,21,29,29,79,0.42,0.26582278481
bm25_ce,bm25,29,50,31,19,19,69,0.62,0.449275362319
bm25_ce,bm25,30,50,30,20,20,70,0.6,0.428571428571
bm25_ce,bm25,31,50,2,48,48,98,0.04,0.0204081632653
bm25_ce,bm25,32,50,15,35,35,85,0.3,0.176470588235
bm25_ce,bm25,33,50,26,24,24,74,0.52,0.351351351351
bm25_ce,bm25,34,50,11,39,39,89,0.22,0.123595505618
bm25_ce,bm25,35,50,22,28,28,78,0.44,0.282051282051
bm25_ce,bm25,36,50,22,28,28,78,0.44,0.282051282051
bm25_ce,bm25,37,50,24,26,26,76,0.48,0.315789473684
bm25_ce,bm25,38,50,20,30,30,80,0.4,0.25
bm25_ce,bm25,39,50,23,27,27,77,0.46,0.298701298701
bm25_ce,bm25,40,50,30,20,20,70,0.6,0.428571428571
bm25_ce,bm25,41,50,25,25,25,75,0.5,0.333333333333
bm25_ce,bm25,42,50,26,24,24,74,0.52,0.351351351351
bm25_ce,bm25,43,50,21,29,29,79,0.42,0.26582278481
bm25_ce,bm25,44,50,11,39,39,89,0.22,0.123595505618
bm25_ce,bm25,45,50,16,34,34,84,0.32,0.190476190476
bm25_ce,bm25,46,50,9,41,41,91,0.18,0.0989010989011
bm25_ce,bm25,47,50,12,38,38,88,0.24,0.136363636364
bm25_ce,bm25,48,50,13,37,37,87,0.26,0.149425287356
bm25_ce,bm25,49,50,9,41,41,91,0.18,0.0989010989011
bm25_ce,bm25,50,50,16,34,34,84,0.32,0.190476190476
bm25_ce,bm25,1,100,19,81,81,181,0.19,0.104972375691
bm25_ce,bm25,2,100,28,72,72,172,0.28,0.162790697674
bm25_ce,bm25,3,100,32,68,68,168,0.32,0.190476190476
bm25_ce,bm25,4,100,20,80,80,180,0.2,0.111111111111
bm25_ce,bm25,5,100,23,77,77,177,0.23,0.129943502825
bm25_ce,bm25,6,100,36,64,64,164,0.36,0.219512195122
bm25_ce,bm25,7,100,36,64,64,164,0.36,0.219512195122
bm25_ce,bm25,8,100,29,71,71,171,0.29,0.169590643275
bm25_ce,bm25,9,100,39,61,61,161,0.39,0.242236024845
bm25_ce,bm25,10,100,52,48,48,148,0.52,0.351351351351
bm25_ce,bm25,11,100,34,66,66,166,0.34,0.204819277108
bm25_ce,bm25,12,100,45,55,55,155,0.45,0.290322580645
bm25_ce,bm25,13,100,39,61,61,161,0.39,0.242236024845
bm25_ce,bm25,14,100,22,78,78,178,0.22,0.123595505618
bm25_ce,bm25,15,100,14,86,86,186,0.14,0.0752688172043
bm25_ce,bm25,16,100,21,79,79,179,0.21,0.117318435754
bm25_ce,bm25,17,100,41,59,59,159,0.41,0.25786163522
bm25_ce,bm25,18,100,53,47,47,147,0.53,0.360544217687
bm25_ce,bm25,19,100,43,57,57,157,0.43,0.273885350318
bm25_ce,bm25,20,100,33,67,67,167,0.33,0.197604790419
bm25_ce,bm25,21,100,46,54,54,154,0.46,0.298701298701
bm25_ce,bm25,22,100,50,50,50,150,0.5,0.333333333333
bm25_ce,bm25,23,100,36,64,64,164,0.36,0.219512195122
bm25_ce,bm25,24,100,42,58,58,158,0.42,0.26582278481
bm25_ce,bm25,25,100,40,60,60,160,0.4,0.25
bm25_ce,bm25,26,100,40,60,60,160,0.4,0.25
bm25_ce,bm25,27,100,43,57,57,157,0.43,0.273885350318
bm25_ce,bm25,28,100,50,50,50,150,0.5,0.333333333333
bm25_ce,bm25,29,100,62,38,38,138,0.62,0.449275362319
bm25_ce,bm25,30,100,61,39,39,139,0.61,0.438848920863
bm25_ce,bm25,31,100,16,84,84,184,0.16,0.0869565217391
bm25_ce,bm25,32,100,23,77,77,177,0.23,0.129943502825
bm25_ce,bm25,33,100,43,57,57,157,0.43,0.273885350318
bm25_ce,bm25,34,100,26,74,74,174,0.26,0.149425287356
bm25_ce,bm25,35,100,50,50,50,150,0.5,0.333333333333
bm25_ce,bm25,36,100,57,43,43,143,0.57,0.398601398601
bm25_ce,bm25,37,100,52,48,48,148,0.52,0.351351351351
